32775,32777,32790,32761
32779,32785,32802,32763
32780,32775,32781,32762
32783,32772,32778,32773
32762,32791,32770,32765
32772,32799,32778,32770
32772,32783,32769,32759
32777,32781,32767,32769
32773,32787,32745,32765
32782,32801,32754,32761
32776,32778,32762,32764
32775,32774,32760,32769
32751,32794,32754,32757
32763,32807,32752,32761
32768,32785,32768,32758
32766,32777,32766,32764
32758,32771,32774,32762
32767,32783,32780,32765
32771,32773,32776,32763
32771,32767,32775,32766
32756,32793,32780,32759
32753,32803,32787,32759
32772,32783,32778,32764
32767,32777,32776,32766
32763,32796,32768,32766
32772,32809,32780,32767
32774,32783,32768,32769
32774,32778,32768,32769
32756,32787,32747,32759
32766,32805,32747,32762
32771,32780,32756,32767
32771,32778,32757,32766
32759,32754,32738,32765
32766,32765,32735,32767
32767,32765,32758,32770
32766,32760,32758,32767
32757,32759,32776,32754
32760,32758,32768,32759
32771,32767,32773,32767
32764,32764,32773,32764
32765,32744,32785,32768
32781,32739,32792,32771
32772,32761,32778,32772
32766,32756,32777,32769
32770,32762,32779,32757
32782,32760,32789,32762
32772,32767,32773,32771
32766,32766,32777,32762
32755,32755,32752,32761
32779,32758,32762,32769
32768,32767,32759,32772
32766,32766,32762,32767
32763,32745,32753,32752
32774,32745,32757,32761
32766,32762,32767,32766
32765,32758,32768,32762
32756,32735,32752,32757
32766,32727,32759,32768
32765,32761,32763,32771
32762,32759,32766,32766
32759,32737,32764,32754
32765,32737,32773,32765
32762,32762,32769,32766
32766,32761,32772,32763
32761,32738,32754,32762
32770,32730,32757,32775
32764,32762,32759,32774
32766,32760,32766,32765
32780,32741,32770,32751
32787,32735,32774,32765
32770,32758,32774,32769
32776,32763,32778,32763
32758,32741,32756,32754
32769,32727,32759,32769
32763,32759,32762,32770
32765,32763,32767,32764
32767,32735,32749,32754
32763,32729,32745,32768
32764,32759,32762,32766
32768,32765,32766,32768
32757,32750,32736,32757
32747,32743,32728,32767
32759,32764,32756,32765
32762,32772,32756,32770
32773,32751,32763,32760
32777,32752,32760,32768
32773,32762,32769,32769
32776,32769,32771,32768
32776,32771,32763,32763
32784,32766,32770,32770
32773,32772,32772,32767
32775,32781,32771,32770
32774,32771,32772,32760
32790,32776,32782,32762
32778,32773,32772,32767
32776,32774,32775,32769
32756,32763,32754,32758
32759,32765,32762,32764
32765,32769,32765,32762
32767,32774,32768,32768
32765,32746,32754,32765
32762,32747,32763,32767
32773,32764,32767,32769
32772,32768,32771,32770
32751,32774,32752,32756
32741,32772,32753,32760
32764,32778,32766,32764
32765,32778,32768,32770
32760,32757,32761,32761
32754,32759,32767,32764
32773,32767,32766,32766
32771,32765,32772,32772
32765,32757,32764,32753
32752,32760,32768,32761
32771,32768,32769,32763
32772,32771,32775,32767
32767,32751,32781,32756
32766,32749,32793,32762
32776,32760,32774,32762
32777,32763,32779,32772
32753,32751,32762,32758
32752,32757,32776,32760
32766,32769,32764,32765
32770,32766,32765,32772
32758,32742,32739,32763
32755,32744,32750,32763
32768,32762,32758,32764
32772,32762,32759,32771
32759,32763,32747,32756
32754,32766,32748,32757
32772,32771,32762,32761
32773,32769,32760,32768
32760,32752,32775,32768
32765,32760,32781,32764
32768,32765,32774,32761
32773,32764,32772,32770
32765,32771,32787,32759
32766,32780,32801,32759
32770,32769,32779,32761
32769,32774,32780,32768
32762,32770,32758,32764
32773,32780,32774,32762
32767,32770,32767,32769
32769,32771,32765,32773
32768,32772,32730,32760
32778,32791,32731,32762
32772,32769,32757,32765
32775,32775,32757,32769
32765,32760,32729,32760
32777,32773,32722,32766
32767,32764,32757,32767
32771,32771,32760,32770
32759,32759,32784,32757
32768,32775,32778,32762
32764,32769,32782,32765
32770,32769,32783,32767
32756,32759,32795,32762
32755,32768,32807,32768
32760,32767,32783,32773
