32541,33326,32053,32210
31937,32819,33390,32722
32878,33288,32734,31890
32555,33220,32340,32883
33195,32430,31963,33105
33504,32553,32252,33520
32981,32564,33009,32328
32985,32722,32479,33280
32363,32626,33439,32567
33083,32863,33259,32418
32769,32299,33431,32352
32637,32835,32806,32572
32647,33047,32773,32514
32063,33487,33254,31752
32897,32351,32410,32698
32574,32879,32133,32596
33488,32342,32715,33219
33064,32138,32310,33414
33094,32246,32490,33355
32921,32639,32579,33057
32401,32944,33724,32080
32855,31901,32964,33313
32471,32958,33604,32995
32641,32951,33519,32290
32337,33257,32717,32308
32169,33477,32971,32510
32433,33085,32722,33380
32837,32795,33047,32549
33306,31939,32331,33595
32862,33078,32611,33227
33150,32778,31909,33399
33169,32500,32869,33006
32524,32444,33244,32826
32629,32388,33159,32975
32779,33399,32371,32101
32679,32909,33019,32001
32453,33387,32522,32692
32767,33193,31971,32123
32241,33327,32415,32418
32748,32783,32598,32466
33076,32555,32523,33517
33486,32804,31588,32501
32482,32230,32840,33548
32889,32139,32857,33557
32460,32782,33073,32490
32270,32294,33449,32580
32730,32565,33189,32568
32471,32703,32938,32931
32705,33235,31786,32231
32145,32723,33267,32948
32890,33278,32807,31971
32632,33303,32331,32912
33212,32302,32134,33028
33696,32471,32371,33511
32993,32554,33181,32437
32967,32811,32607,33239
32297,32546,33506,32498
32856,32844,33455,32153
32862,32113,33336,32291
32619,32703,32729,32519
32903,33055,32698,32746
32245,33527,33159,32020
33135,32352,32202,32727
32751,32863,31994,32614
33490,32433,32954,33170
33275,32259,32291,33483
33137,32490,32605,33258
32917,32746,32718,32986
32274,32961,33706,32058
32746,32158,32904,32988
32393,32943,33541,33096
32590,32810,33479,32424
32616,33134,32505,32529
32349,33519,32701,32631
32560,32952,32473,33532
32965,32637,32978,32717
33381,31941,32500,33469
33022,32862,32642,33384
33215,32755,31915,33333
33158,32452,32980,32910
32420,32631,33292,32672
32591,32346,33152,32780
32653,33301,32485,31956
32632,32877,33016,32011
32606,33431,32443,32956
32934,33154,31791,32223
32280,33268,32591,32505
32819,32861,32689,32607
33062,32597,32668,33382
33430,32653,31860,32577
32608,32434,33072,33412
32836,32345,32979,33400
32349,32863,32889,32256
32045,32315,33748,32449
32816,32783,33168,32286
32439,32866,32793,32975
32851,33081,31559,32351
32354,32766,33123,33037
32989,33238,32769,31991
32728,33281,32227,32967
33046,32132,32414,32945
33646,32472,32496,33329
32906,32432,33264,32611
32850,32753,32626,32990
32159,32641,33593,32376
32511,33169,33636,31928
32744,32098,33189,32565
32488,32695,32544,32498
33052,33109,32727,32839
32311,33618,33019,32501
33088,32335,32126,32976
32787,32837,31967,32747
33335,32590,33202,33065
33391,32178,32223,33723
32993,32557,32779,33257
32865,32747,32901,32866
32127,33135,33583,32184
32623,32343,32822,32734
32306,32943,33412,32964
32553,32767,33486,32323
32777,32977,32135,32956
32383,33517,32449,32671
32708,32893,32083,33288
33092,32583,32925,32837
33215,31877,32578,33371
32871,32552,32752,33170
33074,32857,32002,32942
33035,32514,33097,32943
32298,32851,33230,32465
32427,32381,33149,32361
32399,33485,32550,31989
32531,32995,33017,32189
32726,33394,32327,32882
33070,33207,31774,32289
32307,33222,32669,32881
32873,32854,32704,32749
32944,32459,32712,32992
33278,32510,32185,32760
32671,32406,33155,33499
32834,32430,32942,33221
32317,32885,32732,32154
31879,32355,33784,32644
32815,32859,33131,32284
32439,33021,32630,32752
33010,33017,31567,32653
32634,32893,32821,33430
33015,33168,32773,32088
32812,33254,32132,32799
32887,32209,32766,33119
33617,32639,32566,33149
32863,32329,33346,32538
32809,32684,32660,32911
32194,32878,33515,32571
32339,33439,33553,31637
32782,32148,32980,32433
32513,32741,32493,32689
33242,33062,32595,32993
32528,33404,32706,32617
33141,32413,31994,32876
32867,32824,32109,33023
33125,32621,33312,32832
33378,31978,32305,33536
32809,32646,32873,33194
32786,32707,33139,32989
32114,33219,33461,32114
32458,32431,32949,32572
32242,33014,33317,33010
32602,32724,33483,32417
33064,32820,32176,33007
32535,33478,32545,32905
32884,32955,32151,33405
33140,32598,32981,32838
33135,31867,32782,33168
32895,32399,33009,33211
33117,33015,32226,32942
32938,32591,33106,32655
32233,33113,33078,32458
32403,32575,33018,32383
32382,33533,32597,32118
32586,32996,32840,32033
32812,33253,32200,33040
33183,33150,31447,32516
32352,33052,32638,33145
32910,32743,32612,32781
32805,32369,32825,33010
33066,32373,32268,32769
32681,32304,33137,33444
32708,32410,32905,33223
32386,32901,32579,32231
31850,32483,33793,32689
32934,32884,33037,32025
32495,33089,32560,32848
33186,32850,31615,32849
32998,32927,32741,33455
33085,33035,32885,31999
32848,33200,32322,32962
32695,32240,33059,33068
33620,32653,32826,32733
32798,32184,33433,32399
32662,32570,32835,32938
32134,32975,33447,32535
32204,33486,33686,31517
32772,32151,32776,32292
32464,32598,32350,32705
33365,33027,32604,32911
32724,33276,32591,32839
33173,32379,31987,32931
32908,32720,32075,33052
33051,32610,33513,32530
33385,31735,32413,33379
32747,32678,33123,33316
32754,32711,33206,32801
32320,33278,33227,32067
32460,32627,32925,32575
32344,33072,33231,33251
32727,32774,33348,32255
33238,32560,32099,33088
32583,33388,32462,33181
32968,32850,32101,33567
33226,32608,32978,32733
32867,31815,32891,33103
32622,32209,33059,33248
32916,32966,32269,32858
32839,32707,33165,32491
32084,33113,32980,32601
32272,32605,32825,32485
32195,33474,32605,32140
32570,33030,32850,32079
32888,33100,32244,33271
33317,33195,31452,32637
32424,32841,32709,33206
32971,32621,32677,33007
32749,32375,32970,32945
32919,32338,32742,32552
32798,32262,33185,33084
32719,32446,32878,33327
32464,33112,32373,32259
31952,32634,33759,32555
32978,33065,32912,31753
32554,33177,32386,32950
33160,32774,31670,32858
33261,32949,32479,33312
33002,32947,32858,31989
32833,33058,32274,33065
32538,32241,33190,32852
33365,32709,32906,32426
32720,32126,33358,32450
32607,32571,32752,32926
32391,33072,33215,32455
32102,33552,33550,31739
32833,32271,32555,32541
32537,32724,32271,32684
33588,32935,32578,32914
33009,33043,32395,33149
33241,32530,32093,33150
33009,32748,32274,32961
32853,32641,33594,32462
33258,31668,32548,33321
32686,32730,33374,33345
32774,32705,33402,32599
32356,33288,33035,32259
32254,32821,32850,32685
32409,33053,33122,33353
32820,32800,33338,32233
33300,32370,32180,33250
32642,33362,32444,33344
33068,32847,32009,33569
33200,32589,32990,32838
32703,31985,33090,33064
32605,32188,33150,33146
32837,33100,32329,32674
32720,32795,33130,32513
32204,33288,32887,32724
32478,32764,32556,32437
32275,33480,32560,32175
32620,33065,32795,32200
32965,33039,32321,33326
33499,33189,31409,32623
32549,32733,32712,33254
32958,32495,32745,33110
32563,32440,32998,32806
32676,32308,33060,32444
32790,32278,33150,32823
32600,32513,32883,33319
32525,33156,32120,32290
31986,32657,33706,32708
32936,33131,32818,31657
32540,33276,32340,32929
33231,32637,31859,32862
33491,32851,32558,33286
32926,32859,33014,32095
32845,32942,32386,32994
32342,32331,33490,32689
33110,32793,33239,32057
